episode,success,steps,return
228,False,50000,80.1656031655657
229,False,50000,116.59222205538346
230,False,50000,85.86997819100092
231,False,50000,63.95
232,False,50000,80.28810962170269
233,False,50000,149.34491101079522
234,False,50000,4.15
235,False,50000,66.28634521346551
236,False,50000,75.46739833107841
237,False,50000,88.81226202110098
238,False,50000,72.5993414534415
239,False,50000,78.64424071093522
240,False,50000,83.61480668986913
241,False,50000,75.50983643471042
242,False,50000,71.18033172635445
243,False,50000,77.45372139149782
244,False,50000,89.47698271661184
245,False,50000,85.69302506785469
246,False,50000,77.95816995236218
247,False,50000,69.88470402163907
248,False,50000,77.95170454545455
249,False,50000,76.98674689564187
250,False,50000,68.41536181439321
251,False,50000,67.75377066115703
252,False,50000,3.0500000000000003
253,False,50000,89.05717018480286
254,False,50000,75.5241783413852
255,False,50000,107.84249896761635
256,False,50000,125.5805074093053
257,False,50000,68.99776014287986
258,False,50000,75.39086317722682
259,False,50000,119.08750336542269
260,False,50000,67.75000000000001
261,False,50000,70.55594731288875
262,False,50000,71.72466159132166
263,False,50000,71.14101568759872
264,False,50000,70.44764927832662
265,False,50000,64.09504420889911
266,False,50000,84.860659429549
267,False,50000,61.800000000000004
268,False,50000,101.7836111848106
269,False,50000,77.86904499824921
270,False,50000,89.5405489677655
271,False,50000,69.80597984959874
272,False,50000,73.87264564840322
273,False,50000,81.65205814097952
274,False,50000,64.777805380173
275,False,50000,93.05143306839035
276,False,50000,74.07231978879706
277,False,50000,58.6
278,False,50000,81.16864944456003
279,False,50000,68.04899374967924
280,False,50000,87.65724169723126
281,False,50000,3.45
282,False,50000,71.57702316807031
283,False,50000,72.99747424847325
284,False,50000,67.97210961144528
285,False,50000,72.67952221860963
286,False,50000,74.5529783105395
287,False,50000,71.96841844809387
288,False,50000,65.0004382518472
289,False,50000,85.19590223712352
290,False,50000,79.82513354568748
291,False,50000,133.06824738412803
292,False,50000,76.69069790256587
293,False,50000,76.08978894414949
294,False,50000,64.22144759347569
295,False,50000,82.83321059732924
296,False,50000,109.54421782733934
297,False,50000,102.59878328741966
298,False,50000,93.99999098344713
299,False,50000,76.51077581009486
300,False,50000,84.79705241471545
